SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,BTC_Ret,ETH_Ret,SOL_Ret
True,False,False,False,False,False,True,40,60,7.803006388566065,4.166666666666667,0.9491619959210329,21.18275302689454,1.2771041428826235
False,False,False,True,False,False,True,20,80,7.525531305649229,3.0,18.615829486658654,9.532575347668804,-5.571810917379771
True,False,False,True,False,False,True,40,60,4.9673097132333695,1.1666666666666667,8.765288688180428,-1.256846792527766,7.3934872440474475
False,True,False,True,False,False,True,20,80,3.7918504676675755,0.8333333333333334,6.512090161551143,0.5502262293508808,4.313235012100702
True,False,False,True,False,False,False,20,80,3.5767212565739004,1.5,10.01154196218128,-6.302736382717288,7.021358190257709
False,False,False,False,True,True,True,40,60,3.3218657793752326,0.6666666666666666,0.0,4.819930598744859,5.145666739380839
False,True,False,False,True,True,True,40,60,3.3218657793752326,0.6666666666666666,0.0,4.819930598744859,5.145666739380839
False,False,False,True,True,False,False,20,80,3.291723070917115,0.8333333333333334,-10.600373479190461,18.987628967093826,1.487913724847978
False,False,False,False,True,True,False,40,60,2.908200978525492,2.1666666666666665,-7.60072264660846,14.396767553425939,1.9285580287589976
True,False,False,True,False,False,True,30,70,2.7515055342694867,1.1666666666666667,8.765288688180428,-1.256846792527766,0.7460747071557972
True,False,False,True,False,False,False,40,60,2.5684970773000693,2.1666666666666665,6.434625354628465,1.1206449595931423,0.15022091767860069
True,False,True,False,False,False,False,20,80,2.5640803211826118,2.3333333333333335,2.271405335420207,5.149522469827406,0.27131315830022373
False,False,True,False,False,False,False,20,80,2.5640803211826118,2.3333333333333335,2.271405335420207,5.149522469827406,0.27131315830022373
False,False,False,True,False,False,True,30,70,2.4418993451575055,5.0,5.037061168552248,27.65825503637267,-25.3696181694524
False,False,False,True,False,False,False,40,60,2.39456033777566,14.5,6.395983640646685,13.581214200369951,-12.793516827689654
True,False,False,True,True,False,False,40,60,2.1311468991423776,1.3333333333333333,4.393496984358225,2.775823433364022,-0.775879720295114
True,False,False,False,False,False,True,30,70,1.6132404461703314,2.8333333333333335,9.21436226208494,23.912538186998944,-28.28717911057289
True,True,False,False,True,True,False,40,60,1.606643532914953,0.16666666666666666,0.0,4.819930598744859,0.0
True,True,False,False,True,True,True,40,60,1.606643532914953,0.16666666666666666,0.0,4.819930598744859,0.0
True,False,False,False,True,True,True,40,60,1.606643532914953,0.16666666666666666,0.0,4.819930598744859,0.0
True,False,False,False,True,True,False,40,60,1.606643532914953,0.16666666666666666,0.0,4.819930598744859,0.0
True,True,False,False,True,False,True,40,60,1.4687353915154855,1.3333333333333333,-12.838207403009715,4.234738916937575,13.009674660618597
True,False,False,True,False,False,False,30,70,0.9198578162468126,1.8333333333333333,3.866199323589603,-1.256846792527766,0.15022091767860069
True,True,False,True,True,False,False,40,60,0.8656750757646084,0.6666666666666666,-0.17879820607019647,2.775823433364022,0.0
True,False,False,True,True,False,True,40,60,0.6315772049190722,0.16666666666666666,0.0,0.0,1.8947316147572169
True,True,False,True,False,False,False,40,60,0.5092621275275506,1.1666666666666667,-1.8135365887430699,3.341322971325722,0.0
False,False,False,True,False,True,True,30,70,0.45197798335000483,1.1666666666666667,4.210866795555579,11.092957305514739,-13.947890151020303
True,True,False,True,False,False,False,20,80,0.3940244833142333,0.5,0.6318472205918191,0.5502262293508808,0.0
False,True,False,False,True,False,False,20,80,0.30061492633445264,0.3333333333333333,-10.600373479190461,16.566663055989306,-5.0644447977954865
False,False,False,True,False,False,False,30,70,0.2874838037856745,12.166666666666666,7.603363712690814,5.761681279457909,-12.502593580791698
True,True,False,False,True,False,False,40,60,0.24955333381649533,4.833333333333333,-12.523732568813738,0.7427956088998489,12.529596961363376
False,True,True,True,False,False,True,40,60,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
True,True,True,True,False,False,True,40,60,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
True,True,True,True,False,False,True,30,70,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
True,True,True,True,False,False,True,20,80,0.18340874311696026,0.0,0.0,0.5502262293508808,0.0
True,True,False,True,False,False,True,40,60,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
True,True,False,True,False,False,True,30,70,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
True,True,False,True,False,False,True,20,80,0.18340874311696026,0.0,0.0,0.5502262293508808,0.0
False,True,True,True,False,False,True,20,80,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
False,True,True,True,False,False,True,30,70,0.18340874311696026,0.16666666666666666,0.0,0.5502262293508808,0.0
False,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
