SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,SPY_Ret,VOO_Ret
False,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0
False,False,False,True,False,False,False,20,80,-0.27990562818329123,6.0,-5.222101934214207,4.662290677847625
False,False,False,True,True,False,False,20,80,-0.3691027812379122,1.0,0.0,-0.7382055624758244
False,False,False,True,True,False,True,20,80,-0.3691027812379122,1.0,0.0,-0.7382055624758244
False,True,True,True,True,False,False,30,70,-1.000325339202085,0.75,0.0,-2.00065067840417
False,False,True,True,True,False,False,30,70,-1.000325339202085,0.75,0.0,-2.00065067840417
False,False,True,True,True,False,True,20,80,-2.340106987076962,0.25,0.0,-4.680213974153924
False,False,True,True,True,False,True,30,70,-2.340106987076962,0.25,0.0,-4.680213974153924
False,True,True,True,True,False,True,20,80,-2.340106987076962,0.25,0.0,-4.680213974153924
False,False,True,True,True,False,False,20,80,-2.340106987076962,0.25,0.0,-4.680213974153924
False,True,True,True,True,False,False,20,80,-2.340106987076962,0.25,0.0,-4.680213974153924
False,True,True,True,True,False,True,30,70,-2.340106987076962,0.25,0.0,-4.680213974153924
