SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,SOXL_Ret,TQQQ_Ret,SPXL_Ret
False,False,False,False,True,True,True,40,60,1.2319940999351817,0.16666666666666666,0.0,0.0,3.6959822998055447
False,False,False,True,True,False,False,30,70,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,False,False,True,True,False,False,40,60,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,False,False,True,True,False,False,20,80,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,True,False,True,True,False,False,40,60,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,True,False,True,True,False,False,30,70,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,True,False,True,True,False,False,20,80,1.0740317452540817,0.3333333333333333,0.0,0.0,3.2220952357622457
False,True,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
